id;titel;quelle;kategorie;unterkategorie;punkte;rang_in_unterkategorie;empfehlung;warum
sw-brot-backen;Brot backen;Spielewiki;kooperation;vertrauen;9;2;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-jurte;Jurte;Spielewiki;kooperation;vertrauen;9;3;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-mutprobe-und-vertrauen;Mutprobe und Vertrauen;Spielewiki;kooperation;vertrauen;9;4;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-waschstrasse;Waschstraße;Spielewiki;kooperation;vertrauen;9;5;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-fotograf;Fotograf;Spielewiki;kooperation;vertrauen;8;6;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-forderband;Förderband;Spielewiki;kooperation;vertrauen;8;7;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-welle-vertrauensspiel;Welle (Vertrauensspiel);Spielewiki;kooperation;vertrauen;8;8;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, kein Material
sw-kreissitzen;Kreissitzen;Spielewiki;kooperation;vertrauen;7;9;Reserve (zweite Reihe);kurz genug für einen Slot, kein Material
sw-low-v;Low V;Spielewiki;kooperation;vertrauen;7;10;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, Tipps da
sw-stehaufmannchen;Stehaufmännchen;Spielewiki;kooperation;vertrauen;7;11;Reserve (zweite Reihe);ausführlich beschrieben, kein Material
ps-fledermaus-und-motte;Fledermaus und Motte;pfadfinder-spiele;kreis;vertrauen;6;12;Reserve (zweite Reihe);Altersstufe da, kurz genug für einen Slot
ps-busfahrer;Busfahrer;pfadfinder-spiele;kooperation;vertrauen;5;13;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da
sw-blind-fuhren;Blind führen;Spielewiki;kooperation;vertrauen;4;14;Reserve (zweite Reihe);ausführlich beschrieben
sw-blindenfussball;Blindenfußball;Spielewiki;kooperation;vertrauen;4;15;Reserve (zweite Reihe);ausführlich beschrieben
ps-gordischer-knoten;Gordischer Knoten;pfadfinder-spiele;kooperation;vertrauen;4;16;Reserve (zweite Reihe);Dublette, Altersstufe da, Tipps da, kurz genug für einen Slot, kein Material
sw-hindernisparcours;Hindernisparcours;Spielewiki;kooperation;vertrauen;3;17;Reserve (zweite Reihe);ausführlich beschrieben
ps-vampire;Vampire;pfadfinder-spiele;kooperation;vertrauen;0;18;Reserve (zweite Reihe);Dublette, Altersstufe da, kurz genug für einen Slot, kein Material, braucht große Gruppe
ps-lulale;Lulale;pfadfinder-spiele;kreis;warmup;11;1;Kern;ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
ps-schreiwurm;Schreiwurm;pfadfinder-spiele;kreis;warmup;11;2;Kern;ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
ps-krabben-catchen;Krabben catchen;pfadfinder-spiele;ankommen;warmup;9;3;Kern;Altersstufe da, kurz genug für einen Slot, kein Material
ps-mais;Mais;pfadfinder-spiele;ankommen;warmup;9;4;Kern;Altersstufe da, kurz genug für einen Slot, kein Material
ps-schuettelspiel;Schüttelspiel;pfadfinder-spiele;kreis;warmup;9;5;Kern;Altersstufe da, kurz genug für einen Slot, kein Material
ps-sockenkampf;Sockenkampf;pfadfinder-spiele;ankommen;warmup;8;6;Kern;ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot
ps-satellit;Satellit;pfadfinder-spiele;ankommen;warmup;7;7;Kern;dünn beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
ps-gruppe-finden;Gruppe finden;pfadfinder-spiele;ankommen;warmup;6;8;Reserve (zweite Reihe);Altersstufe da, kurz genug für einen Slot
ps-ninja;Ninja;pfadfinder-spiele;kreis;warmup;6;9;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, Tipps da, kurz genug für einen Slot, kein Material
ps-papierflieger-mit-herausforderung;Papierflieger mit Herausforderung;pfadfinder-spiele;ankommen;warmup;6;10;Reserve (zweite Reihe);Altersstufe da, kurz genug für einen Slot
ps-paerchen-finden;Pärchen finden;pfadfinder-spiele;ankommen;warmup;6;11;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, braucht große Gruppe
ps-stiftgemetzel;Stiftgemetzel;pfadfinder-spiele;ankommen;warmup;6;12;Reserve (zweite Reihe);Altersstufe da, kurz genug für einen Slot
ps-hannes;Hannes;pfadfinder-spiele;kreis;warmup;5;13;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
ps-im-singing-in-the-rain;I’m singing in the rain;pfadfinder-spiele;kreis;warmup;5;14;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
ps-laurentia;Laurentia;pfadfinder-spiele;kreis;warmup;5;15;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
ps-schnick-schnack-schnuck;Schnick-Schnack-Schnuck;pfadfinder-spiele;ankommen;warmup;5;16;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
ps-evolution;Evolution;pfadfinder-spiele;ankommen;warmup;3;17;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, kein Material
ps-das-schokoladenspiel;Das Schokoladenspiel;pfadfinder-spiele;kreis;warmup;-5;18;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, Anlass passt nicht
ps-der-tisch-des-hauses;Der Tisch des Hauses;pfadfinder-spiele;bewegung_drinnen;wettkampf;11;1;Kern;ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
ps-das-schreispiel;Das Schreispiel;pfadfinder-spiele;ankommen;wettkampf;10;2;Kern;ausführlich beschrieben, Altersstufe da, kurz genug für einen Slot, kein Material
sw-schubkarrenrennen;Schubkarrenrennen;Spielewiki;bewegung_draussen;wettkampf;8;3;Kern;ausführlich beschrieben, kurz genug für einen Slot, kein Material
ps-keili;Keili;pfadfinder-spiele;bewegung_drinnen;wettkampf;7;4;Kern;Altersstufe da, Tipps da, kurz genug für einen Slot, kein Material, braucht große Gruppe
sw-seilspringen;Seilspringen;Spielewiki;bewegung_drinnen;wettkampf;7;5;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-52-einsammeln;52 Einsammeln;Spielewiki;bewegung_drinnen;wettkampf;6;6;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-amobenwettlauf;Amöbenwettlauf;Spielewiki;bewegung_draussen;wettkampf;6;7;Kern;ausführlich beschrieben, kein Material
sw-dosenschiessen;Dosenschießen;Spielewiki;bewegung_drinnen;wettkampf;6;8;Kern;ausführlich beschrieben, kurz genug für einen Slot
ps-messer-gabel-loeffel;Messer Gabel Löffel;pfadfinder-spiele;ruhig;wettkampf;6;9;Kern;ausführlich beschrieben, Altersstufe da
sw-t-shirt-staffel;T-Shirt-Staffel;Spielewiki;bewegung_drinnen;wettkampf;6;10;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-teebeutel-weitwurf;Teebeutel-Weitwurf;Spielewiki;bewegung_drinnen;wettkampf;6;11;Kern;ausführlich beschrieben, kurz genug für einen Slot
sw-angeln;Angeln;Spielewiki;bewegung_drinnen;wettkampf;5;12;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-gruppenski;Gruppenski;Spielewiki;bewegung_drinnen;wettkampf;5;13;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-laufdiktat;Laufdiktat;Spielewiki;bewegung_draussen;wettkampf;5;14;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
ps-moehren-ziehen;Möhren ziehen;pfadfinder-spiele;kreis;wettkampf;5;15;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, Tipps da, kurz genug für einen Slot, kein Material
ps-ruecken-malen;Rücken malen;pfadfinder-spiele;ruhig;wettkampf;5;16;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da
ps-schrubberhockey;Schrubberhockey;pfadfinder-spiele;bewegung_drinnen;wettkampf;5;17;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da
sw-schwammstaffel;Schwammstaffel;Spielewiki;bewegung_draussen;wettkampf;5;18;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-dosenlauf;Dosenlauf;Spielewiki;bewegung_draussen;wettkampf;4;19;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-eierlauf;Eierlauf;Spielewiki;bewegung_drinnen;wettkampf;4;20;Reserve (zweite Reihe);ausführlich beschrieben
ps-sofa;Sofa;pfadfinder-spiele;ruhig;wettkampf;4;21;Reserve (zweite Reihe);ausführlich beschrieben, Altersstufe da, zu lang für einen Baustein
sw-wassertransport;Wassertransport;Spielewiki;bewegung_draussen;wettkampf;4;22;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot
sw-zeitungsreissen;Zeitungsreißen;Spielewiki;bewegung_drinnen;wettkampf;4;23;Reserve (zweite Reihe);kurz genug für einen Slot
sw-hammerwerfen;Hammerwerfen;Spielewiki;bewegung_draussen;wettkampf;3;24;Reserve (zweite Reihe);ausführlich beschrieben
ps-moerderball;Mörderball;pfadfinder-spiele;bewegung_draussen;wettkampf;3;25;Reserve (zweite Reihe);Altersstufe da, kurz genug für einen Slot, braucht große Gruppe
sw-eselschwanz;Eselschwanz;Spielewiki;bewegung_drinnen;wettkampf;1;26;Reserve (zweite Reihe);ausführlich beschrieben, kurz genug für einen Slot, Anlass passt nicht
sw-handicap-parcours;Handicap-Parcours;Spielewiki;bewegung_drinnen;wettkampf;1;27;Reserve (zweite Reihe);ausführlich beschrieben, zu lang für einen Baustein
ps-grenze;Grenze;pfadfinder-spiele;bewegung_draussen;wettkampf;0;28;Reserve (zweite Reihe);Altersstufe da, Tipps da, zu lang für einen Baustein, braucht große Gruppe
ps-montagsmaler;Montagsmaler;pfadfinder-spiele;ruhig;wettkampf;-4;29;Reserve (zweite Reihe);Dublette, ausführlich beschrieben, Altersstufe da, Corona/Online
